,country,year,gdppc,elepc,laggdppc,lagelepc
0,Arab World,2014,15.2014039487484,2.48922007258894,,
1,Arab World,2013,15.1765639329096,2.41628262352013,15.2014039487484,2.48922007258894
2,Arab World,2012,15.058671732408701,2.36061917505294,15.1765639329096,2.41628262352013
3,Arab World,2011,14.4469717450307,2.32221334205943,15.058671732408701,2.36061917505294
4,Arab World,2010,14.3567526237734,2.2867353803841404,14.4469717450307,2.32221334205943
5,Arab World,2009,14.0277542714297,2.1107612301402,14.3567526237734,2.2867353803841404
6,Arab World,2008,14.2348873239441,2.05318891803874,14.0277542714297,2.1107612301402
7,Arab World,2007,13.7821352743183,1.9871109820734,14.2348873239441,2.05318891803874
8,Arab World,2006,13.5058540534244,1.93240270037643,13.7821352743183,1.9871109820734
9,Arab World,2005,13.025794092373701,1.8328303316193901,13.5058540534244,1.93240270037643
10,Arab World,2004,12.6150306802116,1.75849925796905,13.025794092373701,1.8328303316193901
11,Caribbean small states,2012,14.7074822157253,2.8891930070342,,
12,Caribbean small states,2011,14.6167586968494,2.91937383275091,14.7074822157253,2.8891930070342
13,Caribbean small states,2010,14.5477557626394,2.8289085122638498,14.6167586968494,2.91937383275091
14,Caribbean small states,2009,14.4101854033699,2.70149337572388,14.5477557626394,2.8289085122638498
15,Caribbean small states,2008,15.0255638649937,2.6626170129605398,14.4101854033699,2.70149337572388
16,Caribbean small states,2007,14.886049025320801,3.08438562155235,15.0255638649937,2.6626170129605398
17,Caribbean small states,2006,14.4839675719002,3.2499731814271,14.886049025320801,3.08438562155235
18,Caribbean small states,2005,13.5774241860441,3.21943164191674,14.4839675719002,3.2499731814271
19,Caribbean small states,2004,13.1712194208699,3.0640766045741303,13.5774241860441,3.21943164191674
20,Central Europe and the Baltics,2014,23.5028680898518,4.11563020118839,,
21,Central Europe and the Baltics,2013,22.7531176467201,4.07534293001873,23.5028680898518,4.11563020118839
22,Central Europe and the Baltics,2012,22.374684548118502,4.09345935709746,22.7531176467201,4.07534293001873
23,Central Europe and the Baltics,2011,22.1336824745246,4.09689408410952,22.374684548118502,4.09345935709746
24,Central Europe and the Baltics,2010,21.3878933735506,4.01741224673893,22.1336824745246,4.09689408410952
25,Central Europe and the Baltics,2009,20.9837746380504,3.84053602810483,21.3878933735506,4.01741224673893
26,Central Europe and the Baltics,2008,21.6851382763443,4.04876548737702,20.9837746380504,3.84053602810483
27,Central Europe and the Baltics,2007,20.779827810186603,3.98458899891276,21.6851382763443,4.04876548737702
28,Central Europe and the Baltics,2006,19.455299693243102,3.88852559863846,20.779827810186603,3.98458899891276
29,Central Europe and the Baltics,2005,18.203170480318697,3.73965346588294,19.455299693243102,3.88852559863846
30,Central Europe and the Baltics,2004,17.310092923276702,3.67662645451899,18.203170480318697,3.73965346588294
31,Early-demographic dividend,2014,7.98291861181269,1.1499703404688801,,
32,Early-demographic dividend,2013,7.7410949034461405,1.1190904595902,7.98291861181269,1.1499703404688801
33,Early-demographic dividend,2012,7.513979332775141,1.09455601963817,7.7410949034461405,1.1190904595902
34,Early-demographic dividend,2011,7.30785739292918,1.0678770715399402,7.513979332775141,1.09455601963817
35,Early-demographic dividend,2010,7.08133382790402,1.01750856937658,7.30785739292918,1.0678770715399402
36,Early-demographic dividend,2009,6.75664154427794,0.963212962508741,7.08133382790402,1.01750856937658
37,Early-demographic dividend,2008,6.73183010242892,0.948691344244252,6.75664154427794,0.963212962508741
38,Early-demographic dividend,2007,6.60024014804087,0.928550856446332,6.73183010242892,0.948691344244252
39,Early-demographic dividend,2006,6.32025272350188,0.894178156050839,6.60024014804087,0.928550856446332
40,Early-demographic dividend,2005,6.04591167533073,0.852681732013327,6.32025272350188,0.894178156050839
41,Early-demographic dividend,2004,5.78408555508666,0.8203132452848061,6.04591167533073,0.852681732013327
42,East Asia & Pacific,2014,14.518366598632399,3.6767836992125797,,
43,East Asia & Pacific,2013,13.8974290988556,3.5802094456248703,14.518366598632399,3.6767836992125797
44,East Asia & Pacific,2012,13.2428417583475,3.3907976880013497,13.8974290988556,3.5802094456248703
45,East Asia & Pacific,2011,12.610428203663,3.2737067430461604,13.2428417583475,3.3907976880013497
46,East Asia & Pacific,2010,11.9649478614459,3.07475433768013,12.610428203663,3.2737067430461604
47,East Asia & Pacific,2009,11.1321973708823,2.79396467560045,11.9649478614459,3.07475433768013
48,East Asia & Pacific,2008,10.813737090504501,2.69874787248498,11.1321973708823,2.79396467560045
49,East Asia & Pacific,2007,10.350288407702301,2.6445311103081597,10.813737090504501,2.69874787248498
50,East Asia & Pacific,2006,9.61397536978717,2.43304217774934,10.350288407702301,2.6445311103081597
51,East Asia & Pacific,2005,9.02310304098002,2.2596611186781903,9.61397536978717,2.43304217774934
52,East Asia & Pacific,2004,8.52748228916326,2.11310715976111,9.02310304098002,2.2596611186781903
53,East Asia & Pacific (excluding high income),2014,11.5176434470519,3.04812589762057,,
54,East Asia & Pacific (excluding high income),2013,10.878289000546399,2.9316877840270097,11.5176434470519,3.04812589762057
55,East Asia & Pacific (excluding high income),2012,10.232018136778601,2.7169744762975703,10.878289000546399,2.9316877840270097
56,East Asia & Pacific (excluding high income),2011,9.59257948132107,2.5780881210948703,10.232018136778601,2.7169744762975703
57,East Asia & Pacific (excluding high income),2010,8.92516589230134,2.3308291784277797,9.59257948132107,2.5780881210948703
58,East Asia & Pacific (excluding high income),2009,8.20157183953712,2.08225263017224,8.92516589230134,2.3308291784277797
59,East Asia & Pacific (excluding high income),2008,7.69044401433329,1.95413061860075,8.20157183953712,2.08225263017224
60,East Asia & Pacific (excluding high income),2007,7.15806592121175,1.86475877723467,7.69044401433329,1.95413061860075
61,East Asia & Pacific (excluding high income),2006,6.45126518012206,1.65515310518131,7.15806592121175,1.86475877723467
62,East Asia & Pacific (excluding high income),2005,5.8866656634641705,1.46815579546295,6.45126518012206,1.65515310518131
63,East Asia & Pacific (excluding high income),2004,5.422079253156791,1.32423763888187,5.8866656634641705,1.46815579546295
64,East Asia & Pacific (IDA & IBRD countries),2014,11.640342221386199,3.0791640973435803,,
65,East Asia & Pacific (IDA & IBRD countries),2013,10.9944665056586,2.9610880916541302,11.640342221386199,3.0791640973435803
66,East Asia & Pacific (IDA & IBRD countries),2012,10.3415624262097,2.74326593370116,10.9944665056586,2.9610880916541302
67,East Asia & Pacific (IDA & IBRD countries),2011,9.69551830752782,2.60261664884939,10.3415624262097,2.74326593370116
68,East Asia & Pacific (IDA & IBRD countries),2010,9.02115818107068,2.35113115546977,9.69551830752782,2.60261664884939
69,East Asia & Pacific (IDA & IBRD countries),2009,8.289992357347309,2.09959625996891,9.02115818107068,2.35113115546977
70,East Asia & Pacific (IDA & IBRD countries),2008,7.7735659716906405,1.96889260344588,8.289992357347309,2.09959625996891
71,East Asia & Pacific (IDA & IBRD countries),2007,7.23562540145816,1.87909408930484,7.7735659716906405,1.96889260344588
72,East Asia & Pacific (IDA & IBRD countries),2006,6.52130800607282,1.66634507531059,7.23562540145816,1.87909408930484
73,East Asia & Pacific (IDA & IBRD countries),2005,5.95068737605642,1.47666916119553,6.52130800607282,1.66634507531059
74,East Asia & Pacific (IDA & IBRD countries),2004,5.48110454873672,1.3312547707531202,5.95068737605642,1.47666916119553
75,Euro area,2014,37.198581459096204,6.352754127160869,,
76,Euro area,2013,36.809640300909,6.53696462431917,37.198581459096204,6.352754127160869
77,Euro area,2012,37.0369706209064,6.63719174240038,36.809640300909,6.53696462431917
78,Euro area,2011,37.4590288523183,6.64392222232425,37.0369706209064,6.63719174240038
79,Euro area,2010,36.8001823852383,6.773187613629211,37.4590288523183,6.64392222232425
80,Euro area,2009,36.121326073736405,6.49623460710849,36.8001823852383,6.773187613629211
81,Euro area,2008,37.980214240862,6.85387734813218,36.121326073736405,6.49623460710849
82,Euro area,2007,37.994679469757195,6.8613322341200105,37.980214240862,6.85387734813218
83,Euro area,2006,37.0404356848941,6.85602823892538,37.994679469757195,6.8613322341200105
84,Euro area,2005,36.0290130550254,6.78497843768263,37.0404356848941,6.85602823892538
85,Euro area,2004,35.592034309275604,6.741623226167521,36.0290130550254,6.78497843768263
86,Europe & Central Asia,2014,28.501534764995,5.37231286622725,,
87,Europe & Central Asia,2013,28.1101737737478,5.45916434993732,28.501534764995,5.37231286622725
88,Europe & Central Asia,2012,27.889694822583,5.52117513993153,28.1101737737478,5.45916434993732
89,Europe & Central Asia,2011,27.7935837855965,5.48929652695779,27.889694822583,5.52117513993153
90,Europe & Central Asia,2010,27.0584257411523,5.528678713508221,27.7935837855965,5.48929652695779
91,Europe & Central Asia,2009,26.3803167789187,5.2953743673344,27.0584257411523,5.528678713508221
92,Europe & Central Asia,2008,27.7833199338221,5.58405984980289,26.3803167789187,5.2953743673344
93,Europe & Central Asia,2007,27.4523560951084,5.55244763989241,27.7833199338221,5.58405984980289
94,Europe & Central Asia,2006,26.3950736059437,5.49420620759418,27.4523560951084,5.55244763989241
95,Europe & Central Asia,2005,25.314062208560802,5.37867668695148,26.3950736059437,5.49420620759418
96,Europe & Central Asia,2004,24.569762985393,5.29957923459619,25.314062208560802,5.37867668695148
97,Europe & Central Asia (excluding high income),2014,18.5953832398069,4.25312014440302,,
98,Europe & Central Asia (excluding high income),2013,18.3395962454717,4.224998782567029,18.5953832398069,4.25312014440302
99,Europe & Central Asia (excluding high income),2012,17.787990528267898,4.262148077160971,18.3395962454717,4.224998782567029
100,Europe & Central Asia (excluding high income),2011,17.2673800581594,4.1954847642348705,17.787990528267898,4.262148077160971
101,Europe & Central Asia (excluding high income),2010,16.3412747799055,4.096402767856429,17.2673800581594,4.1954847642348705
102,Europe & Central Asia (excluding high income),2009,15.6453568218472,3.8852232492774803,16.3412747799055,4.096402767856429
103,Europe & Central Asia (excluding high income),2008,16.7130979387715,4.10401281717225,15.6453568218472,3.8852232492774803
104,Europe & Central Asia (excluding high income),2007,16.018568235579,4.03157212113964,16.7130979387715,4.10401281717225
105,Europe & Central Asia (excluding high income),2006,14.872822939206701,3.91839195447689,16.018568235579,4.03157212113964
106,Europe & Central Asia (excluding high income),2005,13.7585814110207,3.73257917597033,14.872822939206701,3.91839195447689
107,Europe & Central Asia (excluding high income),2004,12.8682306122385,3.64176221546017,13.7585814110207,3.73257917597033
108,Europe & Central Asia (IDA & IBRD countries),2014,19.098022831746597,4.22431560369975,,
109,Europe & Central Asia (IDA & IBRD countries),2013,18.800989815641998,4.196186442522819,19.098022831746597,4.22431560369975
110,Europe & Central Asia (IDA & IBRD countries),2012,18.2762203567546,4.2269075307905295,18.800989815641998,4.196186442522819
111,Europe & Central Asia (IDA & IBRD countries),2011,17.7802959521863,4.16552067824625,18.2762203567546,4.2269075307905295
112,Europe & Central Asia (IDA & IBRD countries),2010,16.852362379690998,4.06890283042719,17.7802959521863,4.16552067824625
113,Europe & Central Asia (IDA & IBRD countries),2009,16.1589195569587,3.85900401626591,16.852362379690998,4.06890283042719
114,Europe & Central Asia (IDA & IBRD countries),2008,17.092114185697,4.06993351533551,16.1589195569587,3.85900401626591
115,Europe & Central Asia (IDA & IBRD countries),2007,16.3891545353804,3.99743723827324,17.092114185697,4.06993351533551
116,Europe & Central Asia (IDA & IBRD countries),2006,15.2313291863574,3.88748734197751,16.3891545353804,3.99743723827324
117,Europe & Central Asia (IDA & IBRD countries),2005,14.1226329495956,3.70519848450912,15.2313291863574,3.88748734197751
118,Europe & Central Asia (IDA & IBRD countries),2004,13.2604678745767,3.61981310833733,14.1226329495956,3.70519848450912
119,European Union,2014,35.075111859908695,5.90835932000376,,
120,European Union,2013,34.5479423690565,6.0656532787259,35.075111859908695,5.90835932000376
121,European Union,2012,34.5515366541673,6.147321694114891,34.5479423690565,6.0656532787259
122,European Union,2011,34.7608235578203,6.15039834921295,34.5515366541673,6.147321694114891
123,European Union,2010,34.135199280581105,6.26956315491484,34.7608235578203,6.15039834921295
